Index,Tag,Eclipse-Series,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,备注
808,fl-#900, , , , , , ,[奥林匹克精神 Olympic Spirit](https://movie.douban.com/subject/27170784/),1984, ,1912-2012 之三十四
809,fl-#900, , , , , , ,[和平的盛会 О спорт! Ты - мир!](https://movie.douban.com/subject/24842936/),1981, ,1912-2012 之三十五
810,fl-#900, , , , , , ,[转折点 A Turning Point](https://movie.douban.com/subject/27170786/),1984, ,1912-2012 之三十六
811,fl-#900, , , , , , ,[光荣的16天 16 Days of Glory](https://movie.douban.com/subject/5048345/),1986, ,1912-2012 之三十七
812,fl-#900, , , , , , ,[光荣的16天：卡尔加里冬奥会 Calgary '88: 16 Days of Glory](https://movie.douban.com/subject/5115360/),1989, ,1912-2012 之三十八
813,fl-#900, , , , , , ,[1988年汉城奥运会 Seoul 1988: Games of the XXIV Olympiad](https://movie.douban.com/subject/1892813/),1988, ,1912-2012 之三十九*
814,fl-#900, , , , , , ,[手拉手 Hand in Hand](https://movie.douban.com/subject/27170787/),1988, ,1912-2012 之三十九
815,fl-#900, , , , , , ,[超越一切障碍 Beyond All Barriers](https://movie.douban.com/subject/27170788/),1988, ,1912-2012 之四十
816,fl-#900, , , , , , ,"[一光一世界 One Light, One World](https://movie.douban.com/subject/27170795/)",1992, ,1912-2012 之四十一
817,fl-#900, , , , , , ,[马拉松 Marathon](https://movie.douban.com/subject/3071119/),1992, ,1912-2012 之四十二
818,fl-#900, , , , , , ,[光荣的16天：利勒哈默尔冬奥会 Lillehammer '94: 16 Days of Glory](https://movie.douban.com/subject/5147420/),1994, ,1912-2012 之四十三
819,fl-#900, , , , , , ,[亚特兰大奥运会 Atlanta's Olympic Glory](https://movie.douban.com/subject/5109763/),1997, ,1912-2012 之四十四
820,fl-#900, , , , , , ,[荣誉与荣耀的故事 Nagano '98 Olympics: Bud Greenspan's Stories of Honor and Glory](https://movie.douban.com/subject/5147378/),1998, ,1912-2012 之四十五
821,fl-#900, , , , , , ,[奥林匹亚荣耀 Olympic Glory](https://movie.douban.com/subject/5093156/),1999, ,1912-2012 之四十六
822,fl-#900, , , , , , ,[悉尼奥运会 Sydney 2000 Olympics: Bud Greenspan's Gold from Down Under](https://movie.douban.com/subject/5205334/),2001, ,1912-2012 之四十七
823,fl-#900, , , , , , ,[盐湖城冬奥会 Salt Lake 2002: Stories of Olympic Glory](https://movie.douban.com/subject/5227810/),2003, ,1912-2012 之四十八
824,fl-#900, , , , , , ,[雅典奥运会 Athens 2004: Stories of Olympic Glory](https://movie.douban.com/subject/25747956/),2005, ,1912-2012 之四十九
825,fl-#900, , , , , , ,[都灵冬奥会 Bud Greenspan Presents: Torino 2006 Olympics](https://movie.douban.com/subject/5179269/),2007, ,1912-2012 之五十
826,fl-#900, , , , , , ,[永恒之火](https://movie.douban.com/subject/4016665/),2010,6.6,1912-2012 之五十一
827,fl-#900, , , , , , ,[奥林匹克荣耀的故事 Vancouver 2010: Stories of Olympic Glory](https://movie.douban.com/subject/25748000/),2011, ,1912-2012 之五十二
828,fl-#900, , , , , , ,[第一次 First](https://movie.douban.com/subject/25747883/),2012, ,1912-2012 之五十三
829,fl-#1030, ,1030,[Scorsese Shorts](https://www.criterion.com/films/30616-scorsese-shorts),Martin Scorsese,United States, ,**马丁·斯科塞斯短片集**, , , 
830,fl-#1030, , , , , , ,[意大利裔美国人 Italianamerican](https://movie.douban.com/subject/1466199/),1974,8.2,#1030 马丁·斯科塞斯短片集 之一
831,fl-#1030, , , , , , ,[美国小子：史蒂文·普林斯简史 American Boy: A Profile of Steven Prince](https://movie.douban.com/subject/1918064/),1978,7.0,#1030 马丁·斯科塞斯短片集 之二
832,fl-#1030, , , , , , ,[剃须记 The Big Shave](https://movie.douban.com/subject/1466929/),1967,7.5,#1030 马丁·斯科塞斯短片集 之三
833,fl-#1030, , , , , , ,"[那不仅是你，穆瑞！ It's Not Just You, Murray!](https://movie.douban.com/subject/1918058/)",2000,6.9,#1030 马丁·斯科塞斯短片集 之四
834,fl-#1030, , , , , , ,[你这么好的女孩在这里干什么 What's a Nice Girl Like You Doing in a Place Like This?](https://movie.douban.com/subject/1918057/),2005,7.4,#1030 马丁·斯科塞斯短片集 之五
