Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Love Me Tonight,🎉710,🎉655,Rouben Mamoulian,[公主艳史 Love Me Tonight](https://movie.douban.com/subject/1297367/),🌟7.3,鲁本·马莫利安 / C.奥布雷·史密斯 / 莫里斯·舍瓦利耶 / 珍妮特·麦克唐纳 / 歌舞 / 喜剧 / 美国 / 1932,1932,USA,Musical-Comedy-Romance,[Love Me Tonight](https://www.imdb.com/title/tt0023158/),🌟7.5
Rushmore,🎉711,🎉577,Wes Anderson,[青春年少 Rushmore](https://movie.douban.com/subject/1296835/),🌟8.1,韦斯·安德森 / 詹森·舒瓦兹曼 / 比尔·默瑞 / 奥莉维亚·威廉姆斯 / 喜剧 / 剧情 / 美国 / 1998,1998,USA,Comedy,[Rushmore](https://www.imdb.com/title/tt0128445/),🌟7.6
Robocop,🎉712,🎉622,Paul Verhoeven,[机器战警 RoboCop](https://movie.douban.com/subject/1294791/),🌟7.8,保罗·范霍文 / 彼得·威勒 / 南茜·艾伦 / 丹·奥赫里奇 / 动作 / 犯罪 / 剧情 / 科幻 / 惊悚 / 美国 / 1987,1987,USA,Science Fiction-Crime-Action,[RoboCop](https://www.imdb.com/title/tt0093870/),🌟7.6
"Big Heat, The",🎉713,🎉575,Fritz Lang,[大内幕 The Big Heat](https://movie.douban.com/subject/2043434/),🌟7.8,弗里茨·朗 / 格伦·福特 / 格洛丽亚·格雷厄姆 / 李·马文 / 惊悚 / 犯罪 / 黑色电影 / 美国 / 1953,1953,USA,Drama-Crime,[The Big Heat](https://www.imdb.com/title/tt0045555/),🌟7.9
"Manchurian Candidate, The",🎉714,🎉626,John Frankenheimer,[满洲候选人 The Manchurian Candidate](https://movie.douban.com/subject/1293840/),🌟7.3,约翰·弗兰克海默 / 弗兰克·辛纳特拉 / 劳伦斯·哈维 / 安吉拉·兰斯伯瑞 / 剧情 / 惊悚 / 美国 / 1962,1962,USA,Political-Thriller-Drama,[The Manchurian Candidate](https://www.imdb.com/title/tt0056218/),🌟7.9
Carol,🎉715,🎉1007,Todd Haynes,[卡罗尔 Carol](https://movie.douban.com/subject/10757577/),🌟8.4,托德·海因斯 / 凯特·布兰切特 / 鲁妮·玛拉 / 凯尔·钱德勒 / 剧情 / 爱情 / 同性 / 英国/美国 / 2015,2015,UK-USA,Drama-Romance,[Carol](https://www.imdb.com/title/tt2402927/),🌟7.2
"Oh, Sun",🎉716,🎉3218,Med Hondo,[噢，太阳 Soleil Ô](https://movie.douban.com/subject/6030619/),🌟7.8,梅德·翁多 / Yane Barry / Bernard Bresson / Greg Germain / 剧情 / 法国/毛里塔尼亚 / 1973,1967,France-Mauritania,Drama,"[Oh, Sun](https://www.imdb.com/title/tt0062285/)",🌟7.4
"Hard Day's Night, A",🎉717,🎉616,Richard Lester,[一夜狂欢 A Hard Day's Night](https://movie.douban.com/subject/1298566/),🌟8.5,理查德·莱斯特 / 约翰·列侬 / 保罗·麦卡特尼 / 乔治·哈里森 / 喜剧 / 音乐 / 英国 / 1964,1964,UK,Musical-Comedy,[A Hard Day's Night](https://www.imdb.com/title/tt0058182/),🌟7.5
"New York, New York",🎉718,🎉796,Martin Scorsese,"[纽约，纽约 New York, New York](https://movie.douban.com/subject/1292878/)",🌟7.9,马丁·斯科塞斯 / 丽莎·明奈利 / 罗伯特·德尼罗 / 莱昂内尔·斯坦德 / 剧情 / 音乐 / 歌舞 / 爱情 / 美国 / 1977,1977,USA,Drama-Musical,"[New York, New York](https://www.imdb.com/title/tt0076451/)",🌟6.6
"Great Beauty, The",🎉719,🎉1033,Paolo Sorrentino,[绝美之城 La grande bellezza](https://movie.douban.com/subject/10760030/),🌟8.2,保罗·索伦蒂诺 / 托尼·塞尔维洛 / 卡洛·维尔多内 / 萨布丽娜·费里利 / 剧情 / 意大利/法国 / 2013,2013,Italy-France,Drama-Comedy,[The Great Beauty](https://www.imdb.com/title/tt2358891/),🌟7.7
Flaming Creatures,🎉720,🎉833,Jack Smith,[热血造物 Flaming Creatures](https://movie.douban.com/subject/1466416/),🌟7.0,杰克·史密斯 / Mario Montez / Joel Markman / Francis Francine / 剧情 / 美国 / 1963,1963,USA,Drama-Comedy-Horror,[Flaming Creatures](https://www.imdb.com/title/tt0054880/),🌟4.6
Dancer in the Dark,🎉721,🎉682,Lars von Trier,[黑暗中的舞者 Dancer in the Dark](https://movie.douban.com/subject/1291562/),🌟8.2,拉斯·冯·提尔 / 比约克 / 凯瑟琳·德纳芙 / 大卫·摩斯 / 剧情 / 歌舞 / 丹麦/德国/荷兰/意大利/美国/英国/法国/瑞典/芬兰/冰岛/阿根廷/挪威/中国台湾/比利时 / 2000,2000,Denmark-France-Sweden-Italy-Germany-Norway-Netherlands-Iceland-Finland-UK-USA,Musical-Drama,[Dancer in the Dark](https://www.imdb.com/title/tt0168629/),🌟7.9
Salesman,🎉722,🎉619,Albert/David Maysles/Charlotte Zwerin Maysles,[推销员 Salesman](https://movie.douban.com/subject/1395036/),🌟7.9,阿尔伯特·梅索斯 / 大卫·梅索斯 / 夏洛特·泽韦林 / / Charles McDevitt / James Baker / 纪录片 / 美国 / 1969,1969,USA,Documentary,[Salesman](https://www.imdb.com/title/tt0064921/),🌟7.7
Design for Living,🎉723,🎉953,Ernst Lubitsch,[爱情无计 Design for Living](https://movie.douban.com/subject/1775077/),🌟7.2,恩斯特·刘别谦 / 弗雷德里克·马奇 / 加里·库珀 / 米利亚姆·霍普金斯 / 喜剧 / 爱情 / 美国 / 1933,1933,USA,Romance-Comedy,[Design for Living](https://www.imdb.com/title/tt0023940/),🌟7.4
"Belle Noiseuse, La",🎉724,🎉605,Jacques Rivette,[不羁的美女 La belle noiseuse](https://movie.douban.com/subject/1301214/),🌟7.4,雅克·里维特 / 米歇尔·皮科利 / 简·伯金 / 艾曼纽·贝阿 / 剧情 / 法国/瑞士 / 1991,1991,France,Drama,[The Beautiful Troublemaker](https://www.imdb.com/title/tt0101428/),🌟7.5
My Own Private Idaho,🎉725,🎉573,Gus Van Sant,[我自己的爱达荷 My Own Private Idaho](https://movie.douban.com/subject/1292792/),🌟8.3,格斯·范·桑特 / 瑞凡·菲尼克斯 / 基努·里维斯 / 詹姆斯·拉索 / 剧情 / 爱情 / 同性 / 美国 / 1991,1991,USA,Drama,[My Own Private Idaho](https://www.imdb.com/title/tt0102494/),🌟7
"Emperor's Naked Army Marches On, The",🎉726,🎉719,Kazuo Hara,[前进，神军！ ゆきゆきて、神軍](https://movie.douban.com/subject/1308082/),🌟8.7,原一男 / 奥崎謙三 / 纪录片 / 战争 / 日本 / 1987,1987,Japan,Documentary-War-Political,[The Emperor's Naked Army Marches On](https://www.imdb.com/title/tt0092963/),🌟8.2
"Age of the Earth, The",🎉727,🎉868,Glauber Rocha,[大地的年纪 A Idade da Terra](https://movie.douban.com/subject/2061897/),🌟7.6,格劳贝尔·罗恰 / Maurício do Valle / Jece Valadão / 剧情 / 巴西 / 1980,1980,Brazil,Political-Drama-Religious,[The Age of the Earth](https://www.imdb.com/title/tt0080910/),🌟6.6
Vive L'Amour,🎉728,🎉768,Tsai Ming-liang,[爱情万岁 愛情萬歲](https://movie.douban.com/subject/1296370/),🌟8.0,蔡明亮 / 杨贵媚 / 李康生 / 陈昭荣 / 剧情 / 同性 / 中国台湾 / 1994,1994,Taiwan,Drama,[Vive L'Amour](https://www.imdb.com/title/tt0109066/),🌟7.4
Ben-Hur,🎉729,🎉691,William Wyler,[宾虚 Ben-Hur](https://movie.douban.com/subject/1293150/),🌟8.7,威廉·惠勒 / 查尔顿·赫斯顿 / 杰克·霍金斯 / 哈雅·哈拉里特 / 剧情 / 动作 / 历史 / 战争 / 冒险 / 美国 / 1959,1959,USA,Religious-History,[Ben-Hur](https://www.imdb.com/title/tt0052618/),🌟8.1
Fish Tank,🎉730,🎉802,Andrea Arnold,[鱼缸 Fish Tank](https://movie.douban.com/subject/3073875/),🌟7.5,安德里亚·阿诺德 / 凯蒂·贾维斯 / 迈克尔·法斯宾德 / 凯利斯顿·韦勒英 / 剧情 / 英国/荷兰 / 2009,2009,UK,Drama,[Fish Tank](https://www.imdb.com/title/tt1232776/),🌟7.3
Hellzapoppin',🎉731,🎉789,H.C. Potter,[地狱机械舞 Hellzapoppin](https://movie.douban.com/subject/2011855/),🌟8.3,H.C. Potter / Ole Olsen / Chic Johnson / Martha Raye / 喜剧 / 美国 / 1941,1941,USA,Comedy,[Hellzapoppin'](https://www.imdb.com/title/tt0033704/),🌟7.4
"Dames du Bois de Boulogne, Les",🎉732,🎉685,Robert Bresson,[布劳涅森林的女人们 Les dames du Bois de Boulogne](https://movie.douban.com/subject/1307580/),🌟7.5,罗伯特·布列松 / 保罗·贝尔纳 / 玛丽亚·卡萨雷斯 / 伊莲娜·劳波蒂尔 / 剧情 / 爱情 / 法国 / 1945,1945,France,Drama-Romance,[Les Dames du Bois de Boulogne](https://www.imdb.com/title/tt0037630/),🌟7.2
Ossessione,🎉733,🎉821,Luchino Visconti,[沉沦 Ossessione](https://movie.douban.com/subject/1299228/),🌟7.6,卢基诺·维斯康蒂 / 克拉拉·卡拉马伊 / 马西莫·吉洛蒂 / Dhia Cristiani / 剧情 / 爱情 / 犯罪 / 意大利 / 1943,1943,Italy,Drama-Crime,[Obsession](https://www.imdb.com/title/tt0035160/),🌟7.6
"Trial, The",🎉734,🎉729,Orson Welles,[审判 Le procès](https://movie.douban.com/subject/1303554/),🌟8.6,奥逊·威尔斯 / 安东尼·博金斯 / 阿诺尔多·弗阿 / 杰斯·哈恩 / 剧情 / 悬疑 / 惊悚 / 法国/意大利/西德 / 1962,1962,France-Italy-West Germany,Drama-Mystery,[The Trial](https://www.imdb.com/title/tt0057427/),🌟7.6
Distant,🎉735,🎉612,Nuri Bilge Ceylan,[远方 Uzak](https://movie.douban.com/subject/1307921/),🌟8.3,努里·比格·锡兰 / 穆扎菲·奥德默 / 穆罕默德·埃明·托普拉克 / 歇沃·简恩瑟 / 剧情 / 土耳其 / 2002,2002,Turkey-Netherlands,Drama,[Distant](https://www.imdb.com/title/tt0346094/),🌟7.5
Kaagaz Ke Phool,🎉736,🎉819,Guru Dutt,[纸花 Kaagaz Ke Phool](https://movie.douban.com/subject/2264801/),🌟7.8,古鲁·杜特 / 瓦希达·拉赫曼 / 古鲁·杜特 / 古默里·纳兹 / 歌舞 / 爱情 / 印度 / 1959,1959,India,Romance-Drama,[Paper Flowers](https://www.imdb.com/title/tt0052954/),🌟7.8
Subarnarekha,🎉737,🎉998,Ritwik Ghatak,[金线 Subarnarekha](https://movie.douban.com/subject/2368758/),🌟7.3,李维克·伽塔克 / Abhi Bhattacharya / 剧情 / 印度 / 1965,1965,India,Drama,[Subarnarekha](https://www.imdb.com/title/tt0056537/),🌟7.4
Wings,🎉738,🎉1492,Larisa Shepitko,[翼 Крылья](https://movie.douban.com/subject/1471651/),🌟8.0,拉莉萨·舍皮琴科 / 玛伊娅·布尔加科娃 / 谢尔盖·尼科年科 / Zhanna Bolotova / 剧情 / 苏联 / 1966,1966,USSR,Drama,[Wings](https://www.imdb.com/title/tt0061196/),🌟7.6
Born in Flames,🎉739,🎉1670,Lizzie Borden,[硝烟中的玫瑰 Born in Flames](https://movie.douban.com/subject/1966826/),🌟7.4,莉兹·波登 / Honey / Adele Bertei / Jean Satterfield / 喜剧 / 剧情 / 奇幻 / 科幻 / 美国 / 1983,1983,USA,Comedy-Drama-Science Fiction,[Born in Flames](https://www.imdb.com/title/tt0085267/),🌟6.5
"Bad and the Beautiful, The",🎉740,🎉748,Vincente Minnelli,[玉女奇男 The Bad and the Beautiful](https://movie.douban.com/subject/1449829/),🌟7.6,文森特·明奈利 / 拉娜·特纳 / 柯克·道格拉斯 / 沃尔特·皮金 / 剧情 / 爱情 / 美国 / 1952,1952,USA,Drama,[The Bad and the Beautiful](https://www.imdb.com/title/tt0044391/),🌟7.8
"Prophet, A",🎉741,🎉736,Jacques Audiard,[预言者 Un prophète](https://movie.douban.com/subject/3077739/),🌟7.6,雅克·欧迪亚 / 塔哈·拉希姆 / 尼尔斯·阿贺斯图普 / 阿德尔·本谢里夫 / 剧情 / 犯罪 / 法国/意大利 / 2009,2009,France-Italy,Drama-Crime,[A Prophet](https://www.imdb.com/title/tt1235166/),🌟7.8
Zelig,🎉742,🎉698,Woody Allen,[西力传 Zelig](https://movie.douban.com/subject/1293846/),🌟9.0,伍迪·艾伦 / 伍迪·艾伦 / 米娅·法罗 / 帕特里克霍根 / 喜剧 / 奇幻 / 美国 / 1983,1983,USA,Comedy,[Zelig](https://www.imdb.com/title/tt0086637/),🌟7.7
"Wild Child, The",🎉743,🎉724,François Truffaut,[野孩子 L'enfant sauvage](https://movie.douban.com/subject/1300961/),🌟7.7,弗朗索瓦·特吕弗 / 让-皮埃尔·卡戈尔 / 弗朗索瓦丝·塞涅 / 弗朗索瓦·特吕弗 / 剧情 / 法国 / 1970,1970,France,Drama,[The Wild Child](https://www.imdb.com/title/tt0064285/),🌟7.5
Mother and Son,🎉744,🎉713,Aleksandr Sokurov,[母与子 Мать и сын](https://movie.douban.com/subject/1304870/),🌟8.1,亚历山大·索科洛夫 / Aleksei Ananishnov / 古德伦·盖耶 / 剧情 / 俄罗斯/德国 / 1997,1997,Russia-Germany,Drama,[Mother and Son](https://www.imdb.com/title/tt0119711/),🌟7.3
Lolita,🎉745,🎉704,Stanley Kubrick,[洛丽塔 Lolita](https://movie.douban.com/subject/1296992/),🌟7.8,斯坦利·库布里克 / 詹姆斯·梅森 / 谢利·温特斯 / 苏·莱恩 / 剧情 / 爱情 / 情色 / 美国/英国 / 1962,1962,UK,Drama,[Lolita](https://www.imdb.com/title/tt0056193/),🌟7.5
"Diaries, Notes and Sketches",🎉746,🎉878,Jonas Mekas,[笔记·日志·素描 Diaries Notes and Sketches](https://movie.douban.com/subject/3024645/),🌟8.7,乔纳斯·梅卡斯 / 蒂莫西·利瑞 / 艾德·艾姆许维勒 / Franz Fuenstler / 纪录片 / 美国 / 1970,1969,USA,Documentary,[Diaries Notes and Sketches](https://www.imdb.com/title/tt0196499/),🌟7.4
"Place in the Sun, A",🎉747,🎉694,George Stevens,[郎心似铁 A Place in the Sun](https://movie.douban.com/subject/1293047/),🌟7.6,乔治·史蒂文斯 / 蒙哥马利·克利夫特 / 伊丽莎白·泰勒 / 谢利·温特斯 / 剧情 / 爱情 / 美国 / 1951,1951,USA,Romance-Drama,[A Place in the Sun](https://www.imdb.com/title/tt0043924/),🌟7.7
"New Leaf, A",🎉748,🎉1254,Elaine May,[求婚妙术 A New Leaf](https://movie.douban.com/subject/1303324/),🌟7.4,伊莲·梅 / 沃尔特·马修 / 伊莲·梅 / 杰克韦斯顿 / 喜剧 / 爱情 / 美国 / 1971,1971,USA,Romance-Comedy,[A New Leaf](https://www.imdb.com/title/tt0067482/),🌟7.3
Foolish Wives,🎉749,🎉755,Erich von Stroheim,[情场现形记 Foolish Wives](https://movie.douban.com/subject/1299482/),🌟7.3,埃里克·冯·施特罗海姆 / 鲁道夫·克里斯提 / 杜邦小姐 / 梅·布希 / 剧情 / 美国 / 1922,1922,USA,Drama,[Foolish Wives](https://www.imdb.com/title/tt0013140/),🌟7
"Man Who Would Be King, The",🎉750,🎉744,John Huston,[国王迷 The Man Who Would Be King](https://movie.douban.com/subject/1293076/),🌟7.8,约翰·休斯顿 / 肖恩·康纳利 / 迈克尔·凯恩 / 克里斯托弗·普卢默 / 动作 / 冒险 / 英国/美国 / 1975,1975,UK-USA,Adventure-War,[The Man Who Would Be King](https://www.imdb.com/title/tt0073341/),🌟7.8
"Chant d'amour, Un",🎉751,🎉670,Jean Genet,[情歌恋曲 Un chant d'amour](https://movie.douban.com/subject/1436690/),🌟8.0,让·热内 / Bravo / 让·热内 / Java / 短片 / 奇幻 / 法国 / 1950,1950,France,Drama-Short-Fantasy,[Song of Love](https://www.imdb.com/title/tt0043084/),🌟7.5
Good Morning,🎉752,🎉918,Yasujiro Ozu,[早安 お早よう](https://movie.douban.com/subject/1298063/),🌟8.7,小津安二郎 / 杉村春子 / 笠智众 / 久我美子 / 喜剧 / 日本 / 1959,1959,Japan,Comedy-Drama-Family,[Good Morning](https://www.imdb.com/title/tt0053134/),🌟7.8
Raising Arizona,🎉753,🎉614,Joel & Ethan Coen Coen,[抚养亚利桑纳 Raising Arizona](https://movie.douban.com/subject/1293276/),🌟7.4,伊桑·科恩 / 乔尔·科恩 / 尼古拉斯·凯奇 / 霍利·亨特 / 特雷·威尔逊 / 喜剧 / 犯罪 / 美国 / 1987,1987,USA,Comedy-Crime,[Raising Arizona](https://www.imdb.com/title/tt0093822/),🌟7.3
Mr. Smith Goes to Washington,🎉754,🎉657,Frank Capra,[史密斯先生到华盛顿 Mr. Smith Goes to Washington](https://movie.douban.com/subject/1297127/),🌟8.6,弗兰克·卡普拉 / 詹姆斯·斯图尔特 / 琪恩·亚瑟 / 克劳德·雷恩斯 / 剧情 / 美国 / 1939,1939,USA,Political-Drama,[Mr. Smith Goes to Washington](https://www.imdb.com/title/tt0031679/),🌟8.1
Hunger,🎉755,🎉762,Steve McQueen,[饥饿 Hunger](https://movie.douban.com/subject/3070921/),🌟8.0,史蒂夫·麦奎因 / 迈克尔·法斯宾德 / 斯图尔特·格雷厄姆 / 莱恩·梅加 / 剧情 / 传记 / 爱尔兰/英国 / 2008,2008,UK-Ireland,Drama-Biography-Crime,[Hunger](https://www.imdb.com/title/tt0986233/),🌟7.5
Cairo Station,🎉756,🎉1157,Youssef Chahine,[开罗车站 باب الحديد](https://movie.douban.com/subject/2979522/),🌟7.6,尤瑟夫·夏因 / 尤瑟夫·夏因 / 海因德·罗斯通 / 法里德·舒基 / 犯罪 / 剧情 / 埃及 / 1958,1958,Egypt,Crime-Drama,[Cairo Station](https://www.imdb.com/title/tt0051390/),🌟7.5
"Adventures of Prince Achmed, The",🎉757,🎉1085,Lotte Reiniger,[阿赫迈德王子历险记 Die Abenteuer des Prinzen Achmed](https://movie.douban.com/subject/1302814/),🌟8.6,洛特·赖尼格 / 动画 / 冒险 / 奇幻 / 爱情 / 德国 / 1926,1926,Germany,Animated-Adventure-Fantasy,[The Adventures of Prince Achmed](https://www.imdb.com/title/tt0015532/),🌟7.8
Rebel Without a Cause,🎉758,🎉578,Nicholas Ray,[无因的反叛 Rebel Without a Cause](https://movie.douban.com/subject/1295416/),🌟8.0,尼古拉斯·雷 / 詹姆斯·迪恩 / 娜塔莉·伍德 / 萨尔·米涅奥 / 剧情 / 美国 / 1955,1955,USA,Drama,[Rebel Without a Cause](https://www.imdb.com/title/tt0048545/),🌟7.6
Roma,🎉759,🎉1026,Alfonso Cuarón,[罗马 Roma](https://movie.douban.com/subject/1950330/),🌟8.2,阿方索·卡隆 / 雅利扎·阿巴里西奥 / 玛丽娜·德·塔维拉 / 迭戈·科蒂娜·奥特里 / 剧情 / 家庭 / 墨西哥/美国 / 2018,2018,Mexico-USA,Drama,[Roma](https://www.imdb.com/title/tt6155172/),🌟7.7
Young Frankenstein,🎉760,🎉601,Mel Brooks,[新科学怪人 Young Frankenstein](https://movie.douban.com/subject/1293782/),🌟7.5,梅尔·布鲁克斯 / 吉恩·怀尔德 / 彼得·博伊尔 / 马蒂·费德曼 / 喜剧 / 科幻 / 美国 / 1974,1974,USA,Horror-Comedy-Science Fiction,[Young Frankenstein](https://www.imdb.com/title/tt0072431/),🌟8
Detour,🎉761,🎉642,Edgar G. Ulmer,[绕道 Detour](https://movie.douban.com/subject/1296600/),🌟7.5,埃德加·G·乌默 / Tom Neal / 安妮·萨维奇 / 克劳迪娅·德拉克 Claudia Drake / 剧情 / 犯罪 / 黑色电影 / 美国 / 1945,1945,USA,Crime-Drama,[Detour](https://www.imdb.com/title/tt0037638/),🌟7.3
Fort Apache,🎉762,🎉721,John Ford,[要塞风云 Fort Apache](https://movie.douban.com/subject/1302262/),🌟7.3,约翰·福特 / 亨利·方达 / 约翰·韦恩 / 秀兰·邓波儿 / 西部 / 美国 / 1948,1948,USA,Western-War,[Fort Apache](https://www.imdb.com/title/tt0040369/),🌟7.4
"39 Steps, The",🎉763,🎉567,Alfred Hitchcock,[三十九级台阶 The 39 Steps](https://movie.douban.com/subject/1298412/),🌟7.8,阿尔弗雷德·希区柯克 / 罗伯特·多纳特 / 玛德琳·卡洛 / 露西·曼海姆 / 悬疑 / 惊悚 / 犯罪 / 英国 / 1935,1935,UK,Spy-Thriller,[The 39 Steps](https://www.imdb.com/title/tt0026029/),🌟7.6
Phantom of the Paradise,🎉764,🎉1096,Brian De Palma,[天堂魅影 Phantom of the Paradise](https://movie.douban.com/subject/1754975/),🌟7.8,布莱恩·德·帕尔玛 / 威廉姆·菲利 / 保罗·威廉姆斯 / 杰西卡·哈珀 / 剧情 / 喜剧 / 奇幻 / 美国 / 1974,1974,USA,Musical-Horror-Comedy,[Phantom of the Paradise](https://www.imdb.com/title/tt0071994/),🌟7.3
Taipei Story,🎉765,🎉870,Edward Yang,[青梅竹马 青梅竹馬](https://movie.douban.com/subject/1305327/),🌟8.0,杨德昌 / 侯孝贤 / 蔡琴 / 柯一正 / 剧情 / 中国台湾 / 1985,1985,Taiwan,Drama,[Taipei Story](https://www.imdb.com/title/tt0089866/),🌟7.6
Stand by Me,🎉766,🎉939,Rob Reiner,[伴我同行 Stand by Me](https://movie.douban.com/subject/1292925/),🌟8.9,罗伯·莱纳 / 瑞凡·菲尼克斯 / 威尔·惠顿 / 科里·费尔德曼 / 剧情 / 儿童 / 冒险 / 美国 / 1986,1986,USA,Adventure-Drama,[Stand by Me](https://www.imdb.com/title/tt0092005/),🌟8.1
Two English Girls,🎉767,🎉841,François Truffaut,[两个英国女孩与欧陆 Les deux anglaises et le continent](https://movie.douban.com/subject/1292773/),🌟7.6,弗朗索瓦·特吕弗 / 让-皮埃尔·利奥德 / 基卡·马卡姆 / Stacey Tendeter / 爱情 / 剧情 / 法国 / 1971,1971,France,Drama,[Two English Girls](https://www.imdb.com/title/tt0066989/),🌟7.2
Passion,🎉768,🎉732,Jean-Luc Godard,[受难记 Passion](https://movie.douban.com/subject/1293027/),🌟7.3,让-吕克·戈达尔 / 伊莎贝尔·于佩尔 / 汉娜·许古拉 / 米歇尔·皮科利 / 喜剧 / 剧情 / 法国/瑞士 / 1982,1982,France-Switzerland,Drama,[Passion](https://www.imdb.com/title/tt0084481/),🌟6.2
Funny Games,🎉769,🎉695,Michael Haneke,[趣味游戏 Funny Games](https://movie.douban.com/subject/1306548/),🌟7.3,迈克尔·哈内克 / 苏珊娜·洛塔尔 / 乌尔里希·穆埃 / 亚诺·弗里斯奇 / 剧情 / 犯罪 / 悬疑 / 惊悚 / 奥地利 / 1997,1997,Austria,Thriller-Drama,[Funny Games](https://www.imdb.com/title/tt0119167/),🌟7.5
Great Expectations,🎉770,🎉690,David Lean,[远大前程 Great Expectations](https://movie.douban.com/subject/1297550/),🌟7.8,大卫·里恩 / 约翰·米尔斯 / Anthony Wager / 瓦莱莉娅·霍布森 / 剧情 / 爱情 / 英国 / 1946,1946,UK,Romance-Drama,[Great Expectations](https://www.imdb.com/title/tt0038574/),🌟7.8
Miller's Crossing,🎉771,🎉703,Joel & Ethan Coen Coen,[米勒的十字路口 Miller's Crossing](https://movie.douban.com/subject/1292060/),🌟7.8,乔尔·科恩 / 伊桑·科恩 / 加布里埃尔·伯恩 / 马西娅·盖伊·哈登 / 约翰·特托罗 / 犯罪 / 剧情 / 惊悚 / 美国 / 1990,1990,USA,Crime-Drama,[Miller's Crossing](https://www.imdb.com/title/tt0100150/),🌟7.7
"Ballad of Narayama, The",🎉772,🎉908,Shohei Imamura,[楢山节考 楢山節考](https://movie.douban.com/subject/1296703/),🌟9.0,今村昌平 / 绪形拳 / 坂本澄子 / 左顿平 / 剧情 / 家庭 / 日本 / 1983,1983,Japan,Drama,[The Ballad of Narayama](https://www.imdb.com/title/tt0084390/),🌟7.8
"Killing, The",🎉773,🎉587,Stanley Kubrick,[杀手 The Killing](https://movie.douban.com/subject/1293936/),🌟8.6,斯坦利·库布里克 / 斯特林·海登 / 柯琳·格蕾 / 文斯·爱德华兹 / 犯罪 / 黑色电影 / 惊悚 / 美国 / 1956,1956,USA,Crime-Thriller,[The Killing](https://www.imdb.com/title/tt0049406/),🌟7.9
Abraham's Valley,🎉774,🎉773,Manoel de Oliveira,[亚伯拉罕山谷 Vale Abraão](https://movie.douban.com/subject/1303467/),🌟8.1,曼努埃尔·德·奥利维拉 / 里诺尔·森微娜 / 路易斯·米格尔·辛特拉 / 鲁伊·德·卡瓦略 / 剧情 / 法国/葡萄牙/瑞士 / 1993,1993,Portugal-France-Switzerland,Drama,[Abraham's Valley](https://www.imdb.com/title/tt0108471/),🌟7.3
When Harry Met Sally...,🎉775,🎉756,Rob Reiner,[当哈利遇到莎莉 When Harry Met Sally...](https://movie.douban.com/subject/1291842/),🌟8.3,罗伯·莱纳 / 比利·克里斯托 / 梅格·瑞恩 / 凯丽·费雪 / 喜剧 / 剧情 / 爱情 / 美国 / 1989,1989,USA,Romance-Comedy,[When Harry Met Sally...](https://www.imdb.com/title/tt0098635/),🌟7.7
Blissfully Yours,🎉776,🎉683,Apichatpong Weerasethakul,[祝福 สุดเสน่หา](https://movie.douban.com/subject/1307997/),🌟7.8,阿彼察邦·韦拉斯哈古 / Kanokporn Tongaram / Min Oo / 金吉拉·潘帕斯 / 剧情 / 爱情 / 泰国/法国 / 2002,2002,Thailand-France,Romance-Drama,[Blissfully Yours](https://www.imdb.com/title/tt0317171/),🌟6.9
Code Unknown,🎉777,🎉765,Michael Haneke,[巴黎浮世绘 Code inconnu: Récit incomplet de divers voyages](https://movie.douban.com/subject/1296949/),🌟7.7,迈克尔·哈内克 / 朱丽叶·比诺什 / 蒂埃里·钮维 / 约瑟夫·贝尔比奇 / 剧情 / 法国/德国/罗马尼亚 / 2000,2000,France-Germany-Romania,Drama,[Code Unknown](https://www.imdb.com/title/tt0216625/),🌟7.1
"Diaboliques, Les",🎉778,🎉647,Henri-Georges Clouzot,[恶魔 Les Diaboliques](https://movie.douban.com/subject/1293213/),🌟8.4,亨利-乔治·克鲁佐 / 西蒙·西涅莱 / 薇拉·克劳佐 / 保罗·默里斯 / 剧情 / 犯罪 / 悬疑 / 惊悚 / 法国 / 1955,1955,France,Thriller-Mystery,[Diabolique](https://www.imdb.com/title/tt0046911/),🌟8.1
"Firemen's Ball, The",🎉779,🎉758,Milos Forman,"[消防员舞会 Horí, má panenko](https://movie.douban.com/subject/1303080/)",🌟8.0,米洛斯·福尔曼 / 简·沃斯特塞尔 / 约瑟夫·塞班内克 / Josef Valnoha / 喜剧 / 剧情 / 捷克斯洛伐克/意大利 / 1967,1967,Czechoslovakia-Italy,Comedy-Drama,[The Firemen's Ball](https://www.imdb.com/title/tt0061781/),🌟7.4
Mädchen in Uniform,🎉780,🎉1136,Leontine Sagan,[穿制服的女孩 Mädchen in Uniform](https://movie.douban.com/subject/1422193/),🌟8.3,列昂蒂内·萨冈 / 赫塔·提勒 / 多萝西·维克 / Emilia Unda / 剧情 / 爱情 / 同性 / 德国 / 1931,1931,Germany,Drama,[Mädchen in Uniform](https://www.imdb.com/title/tt0022183/),🌟7.6
Titicut Follies,🎉781,🎉688,Frederick Wiseman,[提提卡失序记事 Titicut Follies](https://movie.douban.com/subject/1421822/),🌟8.3,弗雷德里克·怀斯曼 / 纪录片 / 剧情 / 美国 / 1967,1967,USA,Documentary,[Titicut Follies](https://www.imdb.com/title/tt0062374/),🌟7.7
