序号,豆瓣电影,年份,豆瓣打分,豆瓣信息,IMDb电影,IMDb年份,IMDb打分,IMDb信息,烂番茄电影,烂番茄年份,烂番茄新鲜度
642,[安妮·霍尔 Annie Hall](https://movie.douban.com/subject/1296987/),1977.0,8.6,导演: 伍迪·艾伦; 类型: 喜剧; 地区: 美国,[Stroszek](https://www.imdb.com/title/tt0075276/),1977,7.7,"115 min | Comedy, Drama",[Stroszek](https://www.rottentomatoes.com/m/stroszek/),1977,95%
643,[慢舞下的最后圣歌 Last Chants for a Slow Dance](https://movie.douban.com/subject/1855305/),1977.0,,导演: Jon Jost; 类型: 剧情; 地区: 美国,[Ceddo](https://www.imdb.com/title/tt0077309/),1977,6.7,120 min | Drama,[Ceddo](https://www.rottentomatoes.com/m/ceddo/),1977,67%
644,[史楚锡流浪记 Stroszek](https://movie.douban.com/subject/1306027/),1977.0,8.5,导演: 沃纳·赫尔佐格; 类型: 剧情; 地区: 西德,[Der amerikanische Freund](https://www.imdb.com/title/tt0075675/),1977,7.4,"128 min | Crime, Drama, Mystery",[The American Friend](https://www.rottentomatoes.com/m/american_friend/),1977,91%
645,[大理石人 Człowiek z marmuru](https://movie.douban.com/subject/1301124/),1977.0,8.1,导演: 安杰伊·瓦伊达; 类型: 剧情; 地区: 波兰,[Annie Hall](https://www.imdb.com/title/tt0075686/),1977,8,"93 min | Comedy, Romance",[Annie Hall](https://www.rottentomatoes.com/m/annie_hall/),1977,96%
646,[周末夜狂热 Saturday Night Fever](https://movie.douban.com/subject/1293726/),1977.0,8.0,导演: 约翰·班德汉姆; 类型: 剧情; 地区: 美国,[Suspiria](https://www.imdb.com/title/tt0076786/),1977,7.3,99 min | Horror,[Suspiria](https://www.rottentomatoes.com/m/1020662-suspiria/),1977,93%
647,[橡皮头 Eraserhead](https://movie.douban.com/subject/1293925/),1977.0,7.9,导演: 大卫·林奇; 类型: 奇幻; 地区: 美国,[Sleeping Dogs](https://www.imdb.com/title/tt0076725/),1977,6.3,"107 min | Action, Drama, Thriller",Sleeping Dogs,1977,
648,[外来人 Ceddo](https://movie.douban.com/subject/1962587/),1977.0,,导演: 乌斯曼·塞姆班; 类型: 剧情; 地区: 塞内加尔,[Last Chants for a Slow Dance](https://www.imdb.com/title/tt0076293/),1977,6.1,90 min | Drama,Last Chants for a Slow Dance,1977,
649,[美国朋友 Der amerikanische Freund](https://movie.douban.com/subject/1297511/),1977.0,7.6,导演: 维姆·文德斯; 类型: 犯罪; 地区: 西德/法国,[Czlowiek z marmuru](https://www.imdb.com/title/tt0075902/),1977,7.7,165 min | Drama,[Man of Marble](https://www.rottentomatoes.com/m/czlowiek_z_marmuru/),1977,71%
650,,0.0,,,[Saturday Night Fever](https://www.imdb.com/title/tt0076666/),1977,6.8,"R | 118 min | Drama, Music",[Saturday Night Fever](https://www.rottentomatoes.com/m/saturday_night_fever/),1977,82%
651,[青葱岁月 Soldaat van Oranje](https://movie.douban.com/subject/1297954/),1977.0,7.3,导演: 保罗·范霍文; 类型: 冒险; 地区: 比利时/荷兰,[Killer of Sheep](https://www.imdb.com/title/tt0076263/),1978,7.2,80 min | Drama,[Killer of Sheep](https://www.rottentomatoes.com/m/killer_of_sheep/),1978,98%
652,[阴风阵阵 Suspiria](https://movie.douban.com/subject/1296332/),1977.0,7.6,导演: 达里奥·阿基多; 类型: 恐怖; 地区: 意大利,[Eraserhead](https://www.imdb.com/title/tt0074486/),1977,7.3,"89 min | Fantasy, Horror",[Eraserhead](https://www.rottentomatoes.com/m/eraserhead/),1977,90%
653,[拘捕令 Sleeping Dogs](https://movie.douban.com/subject/4250417/),1977.0,,导演: 罗杰·唐纳森; 类型: 动作; 地区: 新西兰,[Soldaat van Oranje](https://www.imdb.com/title/tt0076734/),1977,7.6,"R | 155 min | Drama, Romance, Thriller",[Soldier of Orange](https://www.rottentomatoes.com/m/soldier_of_orange/),1977,91%
654,[杀羊人 Killer of Sheep](https://movie.douban.com/subject/1303494/),1978.0,7.3,导演: 查尔斯·伯内特; 类型: 剧情; 地区: 美国,[The Hills Have Eyes](https://www.imdb.com/title/tt0077681/),1977,6.3,"90 min | Horror, Thriller",[The Hills Have Eyes](https://www.rottentomatoes.com/m/1009645-hills_have_eyes/),1977,67%
655,[吉米・布莱克史密斯的圣歌 The Chant of Jimmie Blacksmith](https://movie.douban.com/subject/1307441/),1978.0,,导演: 弗雷德·谢皮西; 类型: 传记; 地区: 澳大利亚,[Days of Heaven](https://www.imdb.com/title/tt0077405/),1978,7.8,"94 min | Drama, Romance",[Days of Heaven](https://www.rottentomatoes.com/m/days_of_heaven/),1978,92%
656,[五毒](https://movie.douban.com/subject/1307605/),1978.0,7.7,导演: 张彻; 类型: 剧情; 地区: 中国香港,[Halloween](https://www.imdb.com/title/tt0077651/),1978,7.7,"91 min | Horror, Thriller",[Halloween](https://www.rottentomatoes.com/m/1009113-halloween/),1978,96%
657,[木屐树 L'albero degli zoccoli](https://movie.douban.com/subject/1306266/),1978.0,8.8,导演: 埃曼诺·奥尔米; 类型: 剧情; 地区: 意大利,[L'albero degli zoccoli](https://www.imdb.com/title/tt0077138/),1978,7.8,"186 min | Drama, History",[The Tree of Wooden Clogs](https://www.rottentomatoes.com/m/tree_of_wooden_clogs/),1978,94%
658,[猎鹿人 The Deer Hunter](https://movie.douban.com/subject/1292403/),1978.0,8.3,导演: 迈克尔·西米诺; 类型: 剧情; 地区: 美国,[The Chant of Jimmie Blacksmith](https://www.imdb.com/title/tt0077318/),1978,7.3,"122 min | Biography, Crime, Drama",[The Chant of Jimmie Blacksmith](https://www.rottentomatoes.com/m/1201493-chant_of_jimmie_blacksmith/),1978,100%
659,[油脂 Grease](https://movie.douban.com/subject/1300993/),1978.0,7.4,导演: 兰德尔·克莱泽; 类型: 歌舞; 地区: 美国,[The Deer Hunter](https://www.imdb.com/title/tt0077416/),1978,8.1,"183 min | Drama, War",[The Deer Hunter](https://www.rottentomatoes.com/m/deer_hunter/),1978,91%
660,[天堂之日 Days of Heaven](https://movie.douban.com/subject/1293232/),1978.0,7.9,导演: 泰伦斯·马力克; 类型: 剧情; 地区: 美国,[Dawn of the Dead](https://www.imdb.com/title/tt0077402/),1978,7.8,"127 min | Horror, Thriller",[Dawn of the Dead](https://www.rottentomatoes.com/m/1005339-dawn_of_the_dead/),1978,94%
661,[活死人黎明 Dawn of the Dead](https://movie.douban.com/subject/1295578/),1978.0,7.3,导演: 乔治·A·罗梅罗; 类型: 动作; 地区: 意大利/美国,[Up in Smoke](https://www.imdb.com/title/tt0078446/),1978,6.9,"86 min | Comedy, Music",[Up in Smoke](https://www.rottentomatoes.com/m/up-in-smoke/),1978,47%
662,[少林三十六房](https://movie.douban.com/subject/1390006/),1978.0,7.7,导演: 刘家良; 类型: 剧情; 地区: 中国香港,[Grease](https://www.imdb.com/title/tt0077631/),1978,7.2,"PG | 110 min | Comedy, Musical, Romance",[Grease](https://www.rottentomatoes.com/m/grease/),1978,76%
663,[过眼云烟 Up in Smoke](https://movie.douban.com/subject/1926106/),1978.0,8.2,导演: 汤米·钟; 类型: 喜剧; 地区: 美国,[Shao Lin san shi liu fang](https://www.imdb.com/title/tt0078243/),1978,7.6,"116 min | Action, Adventure, Drama",The 36th Chamber of Shaolin,1978,
664,[月光光心慌慌 Halloween](https://movie.douban.com/subject/1299586/),1978.0,6.7,导演: 约翰·卡朋特; 类型: 惊悚; 地区: 美国,[Wu du](https://www.imdb.com/title/tt0077559/),1978,7,"101 min | Action, Drama, Mystery",[The Five Venoms](https://www.rottentomatoes.com/m/five_deadly_venoms/),1978,80%
665,[玛丽娅·布劳恩的婚姻 Die Ehe der Maria Braun](https://movie.douban.com/subject/1298655/),1979.0,8.3,导演: 赖纳·维尔纳·法斯宾德; 类型: 剧情; 地区: 西德,[My Brilliant Career](https://www.imdb.com/title/tt0079596/),1979,7.1,"100 min | Biography, Drama, Romance",[My Brilliant Career](https://www.rottentomatoes.com/m/my_brilliant_career/),1979,85%
666,[真实人生 Real Life](https://movie.douban.com/subject/1855318/),1979.0,,导演: 艾伯特·布鲁克斯; 类型: 喜剧; 地区: 美国,[Die Ehe der Maria Braun](https://www.imdb.com/title/tt0079095/),1979,7.7,120 min | Drama,[The Marriage of Maria Braun](https://www.rottentomatoes.com/m/the-brd-trilogy-the-marriage-of-maria-braun/),1979,92%
667,[我的璀璨生涯 My Brilliant Career](https://movie.douban.com/subject/1305274/),1979.0,7.4,导演: 吉莉安·阿姆斯特朗; 类型: 传记; 地区: 澳大利亚,[Nosferatu - Phantom der Nacht](https://www.imdb.com/title/tt0079641/),1979,7.4,"107 min | Drama, Horror",[Nosferatu the Vampyre](https://www.rottentomatoes.com/m/nosferatu_the_vampyre/),1979,95%
668,[潜行者 Сталкер](https://movie.douban.com/subject/1295656/),1979.0,8.8,导演: 安德烈·塔可夫斯基; 类型: 剧情; 地区: 苏联,[Stalker](https://www.imdb.com/title/tt0079944/),1979,8.1,"162 min | Drama, Sci-Fi",[Stalker](https://www.rottentomatoes.com/m/1043378-stalker/),1979,100%
669,[异形 Alien](https://movie.douban.com/subject/1300868/),1979.0,8.3,导演: 雷德利·斯科特; 类型: 科幻; 地区: 英国/美国,[Life of Brian](https://www.imdb.com/title/tt0079470/),1979,8,94 min | Comedy,[Life of Brian](https://www.rottentomatoes.com/m/monty_pythons_life_of_brian/),1979,95%
670,[告别昨日 Breaking Away](https://movie.douban.com/subject/1292932/),1979.0,8.3,导演: 彼得·叶茨; 类型: 喜剧; 地区: 美国,[Real Life](https://www.imdb.com/title/tt0079781/),1979,7,99 min | Comedy,[Real Life](https://www.rottentomatoes.com/m/real_life/),1979,81%
671,[铁皮鼓 Die Blechtrommel](https://movie.douban.com/subject/1292207/),1979.0,8.3,导演: 沃尔克·施隆多夫; 类型: 剧情; 地区: 西德/波兰/法国/南斯拉夫,[Breaking Away](https://www.imdb.com/title/tt0078902/),1979,7.7,"101 min | Comedy, Drama, Sport",[Breaking Away](https://www.rottentomatoes.com/m/breaking_away/),1979,95%
672,[爵士春秋 All That Jazz](https://movie.douban.com/subject/1299330/),1979.0,8.5,导演: 鲍勃·福斯; 类型: 剧情; 地区: 美国,[Alien](https://www.imdb.com/title/tt0078748/),1979,8.5,"R | 117 min | Horror, Sci-Fi",[Alien](https://www.rottentomatoes.com/m/alien/),1979,98%
673,[富贵逼人来 Being There](https://movie.douban.com/subject/1293256/),1979.0,8.1,导演: 哈尔·阿什贝; 类型: 剧情; 地区: 美国,[Being There](https://www.imdb.com/title/tt0078841/),1979,7.9,"130 min | Comedy, Drama",[Being There](https://www.rottentomatoes.com/m/being_there/),1979,95%
674,[克莱默夫妇 Kramer vs. Kramer](https://movie.douban.com/subject/1300685/),1979.0,8.5,导演: 罗伯特·本顿; 类型: 剧情; 地区: 美国,[Manhattan](https://www.imdb.com/title/tt0079522/),1979,7.8,"96 min | Comedy, Drama, Romance",[Manhattan](https://www.rottentomatoes.com/m/manhattan/),1979,94%
675,[万世魔星 Life of Brian](https://movie.douban.com/subject/1292881/),1979.0,8.0,导演: 特瑞·琼斯; 类型: 喜剧; 地区: 英国,[Apocalypse Now](https://www.imdb.com/title/tt0078788/),1979,8.4,"R | 147 min | Drama, Mystery, War",[Apocalypse Now](https://www.rottentomatoes.com/m/apocalypse_now/),1979,98%
676,[现代启示录 Apocalypse Now](https://movie.douban.com/subject/1292260/),1979.0,8.5,导演: 弗朗西斯·福特·科波拉; 类型: 剧情; 地区: 美国,[All That Jazz](https://www.imdb.com/title/tt0078754/),1979,7.8,"123 min | Drama, Music, Musical",[All That Jazz](https://www.rottentomatoes.com/m/all_that_jazz/),1979,87%
677,[大笨蛋 The Jerk](https://movie.douban.com/subject/1301774/),1979.0,6.9,导演: 卡尔·雷纳; 类型: 喜剧; 地区: 美国,[The Muppet Movie](https://www.imdb.com/title/tt0079588/),1979,7.6,"95 min | Adventure, Comedy, Family",[The Muppet Movie](https://www.rottentomatoes.com/m/muppet_movie/),1979,88%
678,[大青蛙布偶电影 The Muppet Movie](https://movie.douban.com/subject/1301779/),1979.0,8.0,导演: 詹姆斯·弗劳利; 类型: 冒险; 地区: 英国/美国,[Cristo si è fermato a Eboli](https://www.imdb.com/title/tt0079010/),1979,7.7,150 min | Drama,[Christ Stopped at Eboli](https://www.rottentomatoes.com/m/christ_stopped_at_eboli/),1979,90%
679,[曼哈顿 Manhattan](https://movie.douban.com/subject/1294300/),1979.0,8.3,导演: 伍迪·艾伦; 类型: 喜剧; 地区: 美国,[Mad Max](https://www.imdb.com/title/tt0079501/),1979,6.8,"88 min | Action, Adventure, Sci-Fi",[Mad Max](https://www.rottentomatoes.com/m/mad_max/),1979,90%
680,[疯狂的麦克斯 Mad Max](https://movie.douban.com/subject/1295670/),1979.0,6.4,导演: 乔治·米勒; 类型: 动作; 地区: 澳大利亚,[Die Blechtrommel](https://www.imdb.com/title/tt0078875/),1979,7.5,"142 min | Drama, War",[The Tin Drum](https://www.rottentomatoes.com/m/tin_drum/),1979,84%
681,[诺斯费拉图：夜晚的幽灵 Nosferatu: Phantom der Nacht](https://movie.douban.com/subject/1296646/),1979.0,7.8,导演: 沃纳·赫尔佐格; 类型: 奇幻; 地区: 法国/西德,[The Jerk](https://www.imdb.com/title/tt0079367/),1979,7.1,94 min | Comedy,[The Jerk](https://www.rottentomatoes.com/m/jerk/),1979,83%
682,[基督停留在埃博利 Cristo si è fermato a Eboli](https://movie.douban.com/subject/1452055/),1979.0,8.3,导演: 弗朗西斯科·罗西; 类型: 剧情; 地区: 意大利/法国,[Kramer vs. Kramer](https://www.imdb.com/title/tt0079417/),1979,7.8,PG | 105 min | Drama,[Kramer vs. Kramer](https://www.rottentomatoes.com/m/kramer_vs_kramer/),1979,87%
683,[普通人 Ordinary People](https://movie.douban.com/subject/1294925/),1980.0,8.0,导演: 罗伯特·雷德福; 类型: 剧情; 地区: 美国,[Ordinary People](https://www.imdb.com/title/tt0081283/),1980,7.7,124 min | Drama,[Ordinary People](https://www.rottentomatoes.com/m/ordinary_people/),1980,89%
684,[大西洋城 Atlantic City](https://movie.douban.com/subject/1294508/),1980.0,7.5,导演: 路易·马勒; 类型: 犯罪; 地区: 加拿大/法国,[Star Wars: Episode V - The Empire Strikes Back](https://www.imdb.com/title/tt0080684/),1980,8.7,"PG | 124 min | Action, Adventure, Fantasy",[The Empire Strikes Back](https://www.rottentomatoes.com/m/empire_strikes_back/),1980,94%
685,[最后一班地铁 Le dernier métro](https://movie.douban.com/subject/1298616/),1980.0,7.7,导演: 弗朗索瓦·特吕弗; 类型: 剧情; 地区: 法国,[Atlantic City](https://www.imdb.com/title/tt0080388/),1980,7.3,"104 min | Crime, Drama, Romance",[Atlantic City](https://www.rottentomatoes.com/m/atlantic_city/),1980,100%
686,[闪灵 The Shining](https://movie.douban.com/subject/1292225/),1980.0,8.3,导演: 斯坦利·库布里克; 类型: 恐怖; 地区: 英国/美国,[Le dernier métro](https://www.imdb.com/title/tt0080610/),1980,7.3,"131 min | Drama, Romance, War",[The Last Metro](https://www.rottentomatoes.com/m/last_metro/),1980,88%
687,[星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back](https://movie.douban.com/subject/1296528/),1980.0,8.4,导演: 厄文·克什纳; 类型: 动作; 地区: 美国,[The Shining](https://www.imdb.com/title/tt0081505/),1980,8.4,"R | 146 min | Drama, Horror",[The Shining](https://www.rottentomatoes.com/m/shining/),1980,84%
688,[象人 The Elephant Man](https://movie.douban.com/subject/1293200/),1980.0,8.3,导演: 大卫·林奇; 类型: 剧情; 地区: 美国,[The Elephant Man](https://www.imdb.com/title/tt0080678/),1980,8.2,"124 min | Biography, Drama",[The Elephant Man](https://www.rottentomatoes.com/m/1006527-elephant_man/),1980,93%
689,[红一纵队 The Big Red One](https://movie.douban.com/subject/1298553/),1980.0,7.6,导演: 塞缪尔·富勒; 类型: 动作; 地区: 美国,[The Big Red One](https://www.imdb.com/title/tt0080437/),1980,7.1,"R | 113 min | Drama, War",[The Big Red One](https://www.rottentomatoes.com/m/big_red_one/),1980,90%
690,[情人奴奴 Loulou](https://movie.douban.com/subject/1421572/),1980.0,6.9,导演: 莫里斯·皮亚拉; 类型: 剧情; 地区: 法国,[Loulou](https://www.imdb.com/title/tt0081076/),1980,6.7,"110 min | Drama, Romance",[Loulou](https://www.rottentomatoes.com/m/loulou/),1980,86%
691,[空前绝后满天飞 Airplane!](https://movie.douban.com/subject/1292785/),1980.0,7.5,导演: 大卫·扎克; 类型: 喜剧; 地区: 美国,[Raging Bull](https://www.imdb.com/title/tt0081398/),1980,8.1,"129 min | Biography, Drama, Sport",[Raging Bull](https://www.rottentomatoes.com/m/raging_bull/),1980,94%
692,[愤怒的公牛 Raging Bull](https://movie.douban.com/subject/1293155/),1980.0,8.4,导演: 马丁·斯科塞斯; 类型: 剧情; 地区: 美国,[Airplane!](https://www.imdb.com/title/tt0080339/),1980,7.7,88 min | Comedy,[Airplane!](https://www.rottentomatoes.com/m/airplane/),1980,97%
693,[夺宝奇兵 Raiders of the Lost Ark](https://movie.douban.com/subject/1296717/),1981.0,7.9,导演: 史蒂文·斯皮尔伯格; 类型: 动作; 地区: 美国,[An American Werewolf in London](https://www.imdb.com/title/tt0082010/),1981,7.5,"97 min | Comedy, Horror",[An American Werewolf in London](https://www.rottentomatoes.com/m/american_werewolf_in_london/),1981,88%
694,[从海底出击 Das Boot](https://movie.douban.com/subject/1293909/),1981.0,9.1,导演: 沃尔夫冈·彼德森; 类型: 剧情; 地区: 西德,[Diva](https://www.imdb.com/title/tt0082269/),1981,7.2,"117 min | Crime, Music, Thriller",[Diva](https://www.rottentomatoes.com/m/1005973-diva/),1981,96%
695,[加里波利 Gallipoli](https://movie.douban.com/subject/1296558/),1981.0,7.4,导演: 彼得·威尔; 类型: 冒险; 地区: 澳大利亚,[Raiders of the Lost Ark](https://www.imdb.com/title/tt0082971/),1981,8.4,"PG | 115 min | Action, Adventure",[Raiders of the Lost Ark](https://www.rottentomatoes.com/m/raiders_of_the_lost_ark/),1981,95%
696,[烈火战车 Chariots of Fire](https://movie.douban.com/subject/1300487/),1981.0,7.8,导演: 休·赫德森; 类型: 剧情; 地区: 英国,[Das Boot](https://www.imdb.com/title/tt0082096/),1981,8.4,"R | 149 min | Drama, War",[Das Boot](https://www.rottentomatoes.com/m/das_boot/),1981,98%
697,[体热 Body Heat](https://movie.douban.com/subject/1296501/),1981.0,7.6,导演: 劳伦斯·卡斯丹; 类型: 犯罪; 地区: 美国,[Gallipoli](https://www.imdb.com/title/tt0082432/),1981,7.4,"110 min | Adventure, Drama, History",[Gallipoli](https://www.rottentomatoes.com/m/1008074-gallipoli/),1981,91%
698,[烽火赤焰万里情 Reds](https://movie.douban.com/subject/1292891/),1981.0,7.9,导演: 沃伦·比蒂; 类型: 传记; 地区: 美国/英国,[Chariots of Fire](https://www.imdb.com/title/tt0082158/),1981,7.1,"125 min | Biography, Drama, Sport",[Chariots of Fire](https://www.rottentomatoes.com/m/chariots_of_fire/),1981,82%
699,[美国狼人在伦敦 An American Werewolf in London](https://movie.douban.com/subject/1295077/),1981.0,7.0,导演: 约翰·兰迪斯; 类型: 恐怖; 地区: 美国/英国,[Body Heat](https://www.imdb.com/title/tt0082089/),1981,7.4,"113 min | Crime, Drama, Romance",[Body Heat](https://www.rottentomatoes.com/m/1002830-body_heat/),1981,98%
