Index,Y2024 排名,豆瓣,IMDb,TSPDT-ID,Title 电影,Director 导演,Year 年份,Region 地区,Genre 类型,Length 片长,Colour 色彩
98,99,[午后的迷惘 Meshes of the Afternoon-梅雅·黛伦 / 亚历山大·罕密德](https://movie.douban.com/subject/1437390/),[https://www.imdb.com/title/tt0036154/](https://www.imdb.com/title/https://www.imdb.com/title/tt0036154//),18632,Meshes of the Afternoon,Maya Deren & Alexander Hammid,1943,USA,Short-Avant-Garde-Fantasy,15,BW
99,100,[撒旦探戈 Sátántangó-贝拉·塔尔](https://movie.douban.com/subject/1422088/),[https://www.imdb.com/title/tt0111341/](https://www.imdb.com/title/https://www.imdb.com/title/tt0111341//),19792,Sátántangó,Béla Tarr,1994,Hungary-Germany-Switzerland,Drama,439,BW
100,101,[福尔摩斯二世 Sherlock Jr.-巴斯特·基顿](https://movie.douban.com/subject/1303408/),[https://www.imdb.com/title/tt0015324/](https://www.imdb.com/title/https://www.imdb.com/title/tt0015324//),1373,Sherlock Jr.,Buster Keaton,1924,USA,Fantasy-Comedy,45,BW
101,102,[你逃我也逃 To Be or Not to Be-恩斯特·刘别谦](https://movie.douban.com/subject/1303418/),[https://www.imdb.com/title/tt0035446/](https://www.imdb.com/title/https://www.imdb.com/title/tt0035446//),2857,To Be or Not to Be,Ernst Lubitsch,1942,USA,War-Comedy,99,BW
102,103,[伯爵夫人的耳环 Madame de...-马克斯·奥菲尔斯](https://movie.douban.com/subject/1301122/),[https://www.imdb.com/title/tt0046022/](https://www.imdb.com/title/https://www.imdb.com/title/tt0046022//),5687,Madame de...,Max Ophüls,1953,France-Italy,Romance-Drama,105,BW
103,104,[恐惧吞噬灵魂 Angst essen Seele auf-赖纳·维尔纳·法斯宾德](https://movie.douban.com/subject/1294092/),[https://www.imdb.com/title/tt0071141/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071141//),11883,Fear Eats the Soul,Rainer Werner Fassbinder,1974,West Germany,Romance-Drama,94,Col
104,105,[母亲与娼妓 La Maman et la Putain-让·厄斯塔什](https://movie.douban.com/subject/1295252/),[https://www.imdb.com/title/tt0070359/](https://www.imdb.com/title/https://www.imdb.com/title/tt0070359//),11768,"Mother and the Whore, The",Jean Eustache,1973,France,Drama,210,BW
105,106,[发条橙 A Clockwork Orange-斯坦利·库布里克](https://movie.douban.com/subject/1292233/),[https://www.imdb.com/title/tt0066921/](https://www.imdb.com/title/https://www.imdb.com/title/tt0066921//),11210,"Clockwork Orange, A",Stanley Kubrick,1971,UK,Science Fiction-Crime-Drama,137,Col
106,107,"[阿基尔，上帝的愤怒 Aguirre, der Zorn Gottes-沃纳·赫尔佐格](https://movie.douban.com/subject/1306002/)",[https://www.imdb.com/title/tt0068182/](https://www.imdb.com/title/https://www.imdb.com/title/tt0068182//),11082,"Aguirre, the Wrath of God",Werner Herzog,1972,West Germany,History-Drama-Adventure,94,Col
107,108,[生之欲 生きる-黑泽明](https://movie.douban.com/subject/1293847/),[https://www.imdb.com/title/tt0044741/](https://www.imdb.com/title/https://www.imdb.com/title/tt0044741//),5408,Ikiru,Akira Kurosawa,1952,Japan,Drama,143,BW
108,109,[去年在马里昂巴德 L'année dernière à Marienbad-阿伦·雷乃](https://movie.douban.com/subject/1400240/),[https://www.imdb.com/title/tt0054632/](https://www.imdb.com/title/https://www.imdb.com/title/tt0054632//),8450,Last Year at Marienbad,Alain Resnais,1961,France-Italy,Drama-Mystery-Avant-Garde,94,BW
109,110,[安妮·霍尔 Annie Hall-伍迪·艾伦](https://movie.douban.com/subject/1296987/),[https://www.imdb.com/title/tt0075686/](https://www.imdb.com/title/https://www.imdb.com/title/tt0075686//),12595,Annie Hall,Woody Allen,1977,USA,Romance-Comedy,94,Col
110,111,[自己去看 Иди и смотри-依莱姆·克里莫夫](https://movie.douban.com/subject/1422186/),[https://www.imdb.com/title/tt0091251/](https://www.imdb.com/title/https://www.imdb.com/title/tt0091251//),14788,Come and See,Elem Klimov,1985,USSR,War-Drama-History,136,Col
111,112,[蜂巢幽灵 El espíritu de la colmena-维克多·艾里斯](https://movie.douban.com/subject/1401900/),[https://www.imdb.com/title/tt0070040/](https://www.imdb.com/title/https://www.imdb.com/title/tt0070040//),11827,"Spirit of the Beehive, The",Victor Erice,1973,Spain,Drama,95,Col
112,113,[贪婪 Greed-埃里克·冯·施特罗海姆](https://movie.douban.com/subject/1301923/),[https://www.imdb.com/title/tt0015881/](https://www.imdb.com/title/https://www.imdb.com/title/tt0015881//),619,Greed,Erich von Stroheim,1924,USA,Drama,140,BW
113,114,[钢琴课 The Piano-简·坎皮恩](https://movie.douban.com/subject/1293818/),[https://www.imdb.com/title/tt0107822/](https://www.imdb.com/title/https://www.imdb.com/title/tt0107822//),17895,"Piano, The",Jane Campion,1993,New Zealand-Australia-France,Drama-Romance,121,Col
114,115,[牯岭街少年杀人事件 牯嶺街少年殺人事件-杨德昌](https://movie.douban.com/subject/1292329/),[https://www.imdb.com/title/tt0101985/](https://www.imdb.com/title/https://www.imdb.com/title/tt0101985//),18562,"Brighter Summer Day, A",Edward Yang,1991,Taiwan-South Korea,Crime-Romance-Drama,237,Col
115,116,[美国往事 Once Upon a Time in America-赛尔乔·莱昂内](https://movie.douban.com/subject/1292262/),[https://www.imdb.com/title/tt0087843/](https://www.imdb.com/title/https://www.imdb.com/title/tt0087843//),14602,Once Upon a Time in America,Sergio Leone,1984,Italy-USA,Drama-Crime,229,Col
116,117,[绿野仙踪 The Wizard of Oz-维克多·弗莱明](https://movie.douban.com/subject/1292625/),[https://www.imdb.com/title/tt0032138/](https://www.imdb.com/title/https://www.imdb.com/title/tt0032138//),2125,"Wizard of Oz, The",Victor Fleming,1939,USA,Musical-Fantasy-Family,101,Col-BW
117,118,[一一-杨德昌](https://movie.douban.com/subject/1292434/),[https://www.imdb.com/title/tt0244316/](https://www.imdb.com/title/https://www.imdb.com/title/tt0244316//),20247,Yi Yi,Edward Yang,2000,Taiwan-Japan,Drama,173,Col
118,119,[广岛之恋 Hiroshima mon amour-阿伦·雷乃](https://movie.douban.com/subject/1302050/),[https://www.imdb.com/title/tt0052893/](https://www.imdb.com/title/https://www.imdb.com/title/tt0052893//),7857,Hiroshima mon amour,Alain Resnais,1959,France-Japan,Drama,91,BW
119,120,[红菱艳 The Red Shoes-迈克尔·鲍威尔 / 埃默里克·普雷斯伯格](https://movie.douban.com/subject/1299204/),[https://www.imdb.com/title/tt0040725/](https://www.imdb.com/title/https://www.imdb.com/title/tt0040725//),4270,"Red Shoes, The",Michael Powell & Emeric Pressburger,1948,UK,Dance-Musical-Drama,133,Col
120,121,[威尼斯疑魂 Don't Look Now-尼古拉斯·罗伊格](https://movie.douban.com/subject/1302294/),[https://www.imdb.com/title/tt0069995/](https://www.imdb.com/title/https://www.imdb.com/title/tt0069995//),11674,Don't Look Now,Nicolas Roeg,1973,UK,Mystery-Thriller,110,Col
121,122,[育婴奇谭 Bringing Up Baby-霍华德·霍克斯](https://movie.douban.com/subject/1297657/),[https://www.imdb.com/title/tt0029947/](https://www.imdb.com/title/https://www.imdb.com/title/tt0029947//),183,Bringing Up Baby,Howard Hawks,1938,USA,Romance-Comedy,102,BW
122,123,[党同伐异 Intolerance: Love's Struggle Throughout the Ages-大卫·格里菲斯](https://movie.douban.com/subject/1295287/),[https://www.imdb.com/title/tt0006864/](https://www.imdb.com/title/https://www.imdb.com/title/tt0006864//),729,Intolerance,D.W. Griffith,1916,USA,History-Drama,178,BW
123,124,[放大 Blow-Up-米开朗基罗·安东尼奥尼](https://movie.douban.com/subject/1310176/),[https://www.imdb.com/title/tt0060176/](https://www.imdb.com/title/https://www.imdb.com/title/tt0060176//),9657,Blow-Up,Michelangelo Antonioni,1966,Italy-UK,Mystery-Drama,111,Col
124,125,[乡间一日 Une Partie de Campagne-让·雷诺阿](https://movie.douban.com/subject/1401585/),[https://www.imdb.com/title/tt0028445/](https://www.imdb.com/title/https://www.imdb.com/title/tt0028445//),3643,"Day in the Country, A",Jean Renoir,1936,France,Romance-Drama-Short,40,BW
125,126,[蚀 L'eclisse-米开朗基罗·安东尼奥尼](https://movie.douban.com/subject/1293105/),[https://www.imdb.com/title/tt0056736/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056736//),8657,"Eclisse, L'",Michelangelo Antonioni,1962,Italy-France,Drama-Romance,126,BW
126,127,[一封陌生女子的来信 Letter from an Unknown Woman-马克斯·奥菲尔斯](https://movie.douban.com/subject/1297228/),[https://www.imdb.com/title/tt0040536/](https://www.imdb.com/title/https://www.imdb.com/title/tt0040536//),4216,Letter from an Unknown Woman,Max Ophüls,1948,USA,Romance-Drama,90,BW
127,128,[平步青云 A Matter of Life and Death-迈克尔·鲍威尔 / 埃默里克·普雷斯伯格](https://movie.douban.com/subject/1299411/),[https://www.imdb.com/title/tt0038733/](https://www.imdb.com/title/https://www.imdb.com/title/tt0038733//),3780,"Matter of Life and Death, A",Michael Powell & Emeric Pressburger,1946,UK,Romance-Fantasy-Comedy,104,Col-BW
128,129,[随心所欲 Vivre sa vie: Film en douze tableaux-让-吕克·戈达尔](https://movie.douban.com/subject/1296757/),[https://www.imdb.com/title/tt0056663/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056663//),9024,Vivre sa vie,Jean-Luc Godard,1962,France,Drama,85,BW
129,130,[美人计 Notorious-阿尔弗雷德·希区柯克](https://movie.douban.com/subject/1300766/),[https://www.imdb.com/title/tt0038787/](https://www.imdb.com/title/https://www.imdb.com/title/tt0038787//),3740,Notorious,Alfred Hitchcock,1946,USA,Romance-Thriller-Mystery,101,BW
130,131,[异形 Alien-雷德利·斯科特](https://movie.douban.com/subject/1300868/),[https://www.imdb.com/title/tt0078748/](https://www.imdb.com/title/https://www.imdb.com/title/tt0078748//),13071,Alien,Ridley Scott,1979,USA,Science Fiction-Horror,117,Col
131,132,[春风秋雨 Imitation of Life-道格拉斯·塞克](https://movie.douban.com/subject/1294625/),[https://www.imdb.com/title/tt0052918/](https://www.imdb.com/title/https://www.imdb.com/title/tt0052918//),7870,Imitation of Life,Douglas Sirk,1959,USA,Drama-Romance,124,Col
132,133,[彗星美人 All About Eve-约瑟夫·L·曼凯维奇](https://movie.douban.com/subject/1401385/),[https://www.imdb.com/title/tt0042192/](https://www.imdb.com/title/https://www.imdb.com/title/tt0042192//),4640,All About Eve,Joseph L. Mankiewicz,1950,USA,Drama,138,BW
133,134,[电影史-1A 所有的历史 Histoire(s) du cinéma: Toutes les histoires-让-吕克·戈达尔](https://movie.douban.com/subject/1439723/),[https://www.imdb.com/title/tt6677224/](https://www.imdb.com/title/https://www.imdb.com/title/tt6677224//),21151,Histoire(s) du cinéma,Jean-Luc Godard,1988-98,France,Documentary,267,Col-BW
134,135,[侠骨柔情 My Darling Clementine-约翰·福特](https://movie.douban.com/subject/1299733/),[https://www.imdb.com/title/tt0038762/](https://www.imdb.com/title/https://www.imdb.com/title/tt0038762//),3729,My Darling Clementine,John Ford,1946,USA,Western,97,BW
135,136,[E.T.外星人 E.T. the Extra-Terrestrial-史蒂文·斯皮尔伯格](https://movie.douban.com/subject/1294638/),[https://www.imdb.com/title/tt0083866/](https://www.imdb.com/title/https://www.imdb.com/title/tt0083866//),13966,E.T. The Extra-Terrestrial,Steven Spielberg,1982,USA,Science Fiction-Family,115,Col
136,137,[千与千寻 千と千尋の神隠し-宫崎骏](https://movie.douban.com/subject/1291561/),[https://www.imdb.com/title/tt0245429/](https://www.imdb.com/title/https://www.imdb.com/title/tt0245429//),20834,Spirited Away,Hayao Miyazaki,2001,Japan,Animated-Adventure-Fantasy,124,Col
137,138,[泯灭天使 El ángel exterminador-路易斯·布努埃尔](https://movie.douban.com/subject/1303556/),[https://www.imdb.com/title/tt0056732/](https://www.imdb.com/title/https://www.imdb.com/title/tt0056732//),8666,"Exterminating Angel, The",Luis Buñuel,1962,Mexico,Drama-Fantasy-Mystery,95,BW
138,139,[被遗忘的人们 Los Olvidados-路易斯·布努埃尔](https://movie.douban.com/subject/1303579/),[https://www.imdb.com/title/tt0042804/](https://www.imdb.com/title/https://www.imdb.com/title/tt0042804//),4786,"Olvidados, Los",Luis Buñuel,1950,Mexico,Drama-Crime,88,BW
139,140,[女友礼拜五 His Girl Friday-霍华德·霍克斯](https://movie.douban.com/subject/1299231/),[https://www.imdb.com/title/tt0032599/](https://www.imdb.com/title/https://www.imdb.com/title/tt0032599//),2237,His Girl Friday,Howard Hawks,1940,USA,Romance-Comedy,92,BW
140,141,[马太福音 Il vangelo secondo Matteo-皮埃尔·保罗·帕索里尼](https://movie.douban.com/subject/1299775/),[https://www.imdb.com/title/tt0058715/](https://www.imdb.com/title/https://www.imdb.com/title/tt0058715//),9731,"Gospel According to St. Matthew, The",Pier Paolo Pasolini,1964,Italy-France,Religious-Drama,135,BW
141,142,[塞琳和朱莉出航记 Céline et Julie vont en bateau-雅克·里维特](https://movie.douban.com/subject/1418141/),[https://www.imdb.com/title/tt0071381/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071381//),18509,Céline and Julie Go Boating,Jacques Rivette,1974,France,Fantasy-Drama-Avant-Garde,192,Col
142,143,[乱世佳人 Gone with the Wind-维克多·弗莱明 / 乔治·库克 / 山姆·伍德](https://movie.douban.com/subject/1300267/),[https://www.imdb.com/title/tt0031381/](https://www.imdb.com/title/https://www.imdb.com/title/tt0031381//),1968,Gone with the Wind,Victor Fleming,1939,USA,History-Romance-Drama,222,Col
143,144,[杀羊人 Killer of Sheep-查尔斯·伯内特](https://movie.douban.com/subject/1303494/),[https://www.imdb.com/title/tt0076263/](https://www.imdb.com/title/https://www.imdb.com/title/tt0076263//),12699,Killer of Sheep,Charles Burnett,1977,USA,Drama,83,BW
144,145,[飞越疯人院 One Flew Over the Cuckoo's Nest-米洛斯·福尔曼](https://movie.douban.com/subject/1292224/),[https://www.imdb.com/title/tt0073486/](https://www.imdb.com/title/https://www.imdb.com/title/tt0073486//),12270,One Flew Over the Cuckoo's Nest,Milos Forman,1975,USA,Drama,133,Col
145,146,[雏菊 Sedmikrásky-维拉·希蒂洛娃](https://movie.douban.com/subject/1296500/),[https://www.imdb.com/title/tt0060959/](https://www.imdb.com/title/https://www.imdb.com/title/tt0060959//),18569,Daisies,Věra Chytilová,1966,Czechoslovakia,Drama-Comedy-Avant Garde,76,Col-BW
146,147,"[诺斯费拉图 Nosferatu, eine Symphonie des Grauens-F·W·茂瑙](https://movie.douban.com/subject/1296791/)",[https://www.imdb.com/title/tt0013442/](https://www.imdb.com/title/https://www.imdb.com/title/tt0013442//),1101,Nosferatu,F.W. Murnau,1922,Germany,Horror,84,BW
147,148,[瑟堡的雨伞 Les parapluies de Cherbourg-雅克·德米](https://movie.douban.com/subject/1301646/),[https://www.imdb.com/title/tt0058450/](https://www.imdb.com/title/https://www.imdb.com/title/tt0058450//),9134,"Umbrellas of Cherbourg, The",Jacques Demy,1964,France-Germany,Romance-Musical-Drama,91,Col
148,149,[一条安达鲁狗 Un chien andalou-路易斯·布努埃尔](https://movie.douban.com/subject/1298962/),[https://www.imdb.com/title/tt0020530/](https://www.imdb.com/title/https://www.imdb.com/title/tt0020530//),1659,"Chien andalou, Un",Luis Buñuel,1928,France,Short-Fantasy-Avant-Garde,16,BW
149,150,[窃听大阴谋 The Conversation-弗朗西斯·福特·科波拉](https://movie.douban.com/subject/1296908/),[https://www.imdb.com/title/tt0071360/](https://www.imdb.com/title/https://www.imdb.com/title/tt0071360//),11937,"Conversation, The",Francis Ford Coppola,1974,USA,Thriller-Drama-Crime,113,Col
150,151,[旺达 Wanda-芭芭拉·洛登](https://movie.douban.com/subject/1855338/),[https://www.imdb.com/title/tt0067961/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067961//),11059,Wanda,Barbara Loden,1970,USA,Drama-Crime,105,Col
151,152,[钱 L'argent-罗伯特·布列松](https://movie.douban.com/subject/1303536/),[https://www.imdb.com/title/tt0085180/](https://www.imdb.com/title/https://www.imdb.com/title/tt0085180//),14273,"Argent, L'",Robert Bresson,1983,France-Switzerland,Drama-Crime,90,Col
152,153,[天堂之日 Days of Heaven-泰伦斯·马力克](https://movie.douban.com/subject/1293232/),[https://www.imdb.com/title/tt0077405/](https://www.imdb.com/title/https://www.imdb.com/title/tt0077405//),12821,Days of Heaven,Terrence Malick,1978,USA,Romance-Drama,95,Col
153,154,"[罗马，不设防的城市 Roma, città aperta-罗伯托·罗西里尼](https://movie.douban.com/subject/1296669/)",[https://www.imdb.com/title/tt0038890/](https://www.imdb.com/title/https://www.imdb.com/title/tt0038890//),3496,"Rome, Open City",Roberto Rossellini,1945,Italy,War-Drama,105,BW
154,155,[天堂里的烦恼 Trouble in Paradise-恩斯特·刘别谦](https://movie.douban.com/subject/1294746/),[https://www.imdb.com/title/tt0023622/](https://www.imdb.com/title/https://www.imdb.com/title/tt0023622//),1645,Trouble in Paradise,Ernst Lubitsch,1932,USA,Romance-Comedy,83,BW
155,156,"[黄金三镖客 Il buono, il brutto, il cattivo-赛尔乔·莱昂内](https://movie.douban.com/subject/1401118/)",[https://www.imdb.com/title/tt0060196/](https://www.imdb.com/title/https://www.imdb.com/title/tt0060196//),9730,"Good, the Bad and the Ugly, The",Sergio Leone,1966,Italy-Spain,Western-Action,161,Col
156,157,[重庆森林 重慶森林-王家卫](https://movie.douban.com/subject/1291999/),[https://www.imdb.com/title/tt0109424/](https://www.imdb.com/title/https://www.imdb.com/title/tt0109424//),16982,Chungking Express,Wong Kar-wai,1994,Hong Kong,Romance-Drama,104,Col
157,158,[星球大战 Star Wars-乔治·卢卡斯](https://movie.douban.com/subject/1293838/),[https://www.imdb.com/title/tt0076759/](https://www.imdb.com/title/https://www.imdb.com/title/tt0076759//),12779,Star Wars,George Lucas,1977,USA,Science Fiction-Fantasy-Adventure,121,Col
158,159,[曼哈顿 Manhattan-伍迪·艾伦](https://movie.douban.com/subject/1294300/),[https://www.imdb.com/title/tt0079522/](https://www.imdb.com/title/https://www.imdb.com/title/tt0079522//),13210,Manhattan,Woody Allen,1979,USA,Romance-Comedy,96,BW
